member_id,gender,age,marital_status,on_behalf,ads,present_state,highest_education,occupation,employed,caste,sect,family_type,platform,membership,income_rs
213,Male,23.0,Never Married,Self,"utm_source=apps.facebook.com&utm_campaign=fb4a&utm_content={""app"":495727758069870,""t"":1675870551,""source"":{""data"":""2d4207ea12f8ad5f16aed6b423b4387bff6aa711e682a92bd81c67dac0f2b3bbdae0e1c863575cdf736c266e292e4e0435378a1f209a4c1bc7110ecc559610f5b541f570706748682f5ddbeaf2b97d2857757fd5edb00ad1e3d3a18c08440f5a4a3403cb4fa570de83e2ba4e95716674e6e88b3ede72eef1c5d2427f4783290a36db61bc297072ad173d5748e529b2e19889f9cbfbf2e3ffa995e54cb011898babf517adc26ba704e26d8a14adc0a5115086bd2b0c0946cf21b43357520d2083007ba804dc59e8ce232a821435baee405e72883d519acf92d1d74466d8e2c028947282da38bcbbc73c2f18362b1ed11ccf8172c225a18c7240c608a7001fec56b45ed79449d48e19448c0662b73ae991fd036b01533e13fbc4ee590120b592064b635b235a3cd53a114cb0068a0052f80bb8658b28feac2d824062f3ab4f4a369d320ed1236df70dd40d1c3f94db449b66fbe45526566fd5c5d33ea21f71ea8618a3c0273b752b4e5606b5ae4717a0b877d5b397cd7ee7337d20cc140f9664a716d85a9e349d7296a72fdfc2682f8c35ca93106a58bdef632cb93ef35099f8326340589aed01be2e9929f7ed9f48999e2a"",""nonce"":""a842b52e1480e7977d0fbed3""}},",Delhi,B.A.M.S.,Engineer,Private Sector,Others,Sunni,Nuclear Family,Website,Free,Rs. 7 - 10 Lakh
